,age,ast,blk,date_game,drb,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,player,pos,pts,stl,team_id,tov,trb
3518,31-262,4,0,2016-10-29,4,6,6,.500,12,0,.000,2,.429,14,5,.833,6,@,W,11.0,1,27,PHI,0,3,Paul Millsap,F,17,1,ATL,2,4
3519,31-307,5,1,2016-12-13,8,6,4,.571,7,2,.400,5,.500,12,3,1.000,3,,L,15.7,1,34,ORL,1,4,Paul Millsap,F,17,2,ATL,3,9
3520,31-330,4,1,2017-01-05,10,6,5,.333,15,1,.250,4,.316,19,4,1.000,4,@,W,12.2,1,33,NOP,0,1,Paul Millsap,F,17,2,ATL,2,10
3521,31-332,6,0,2017-01-07,9,3,3,.375,8,0,.000,2,.300,10,11,.846,13,@,W,16.9,1,39,DAL,0,1,Paul Millsap,F,17,2,ATL,2,9
3522,31-341,6,3,2017-01-16,6,5,4,.308,13,1,.200,5,.278,18,6,.600,10,@,W,12.0,1,39,NYK,1,4,Paul Millsap,F,17,3,ATL,3,7
3523,28-102,1,0,2016-11-21,2,6,4,.667,6,2,.400,5,.545,11,3,.750,4,,W,12.9,0,30,DAL,1,1,Patty Mills,G,17,2,SAS,2,3
3524,25-265,1,1,2016-11-02,6,3,0,,0,3,.500,6,.500,6,8,.727,11,@,L,13.6,0,35,BOS,0,1,Nikola Mirotic,F,17,0,CHI,2,6
3525,25-275,1,2,2016-11-12,10,6,3,1.000,3,3,.750,4,.857,7,2,1.000,2,,W,21.1,0,23,WAS,1,3,Nikola Mirotic,F,17,2,CHI,0,11
3526,26-233,1,0,2017-01-23,8,7,7,.583,12,0,.000,1,.538,13,3,.750,4,,W,14.6,0,27,HOU,2,3,Greg Monroe,C-F,17,3,MIL,2,10
3527,26-252,4,2,2017-02-11,7,6,6,.750,8,0,,0,.750,8,5,.833,6,@,W,18.2,0,26,IND,1,3,Greg Monroe,C-F,17,1,MIL,2,8
3529,27-247,3,0,2016-11-01,0,7,4,.571,7,3,.500,6,.538,13,0,,0,,L,11.0,1,36,MIL,0,2,E'Twaun Moore,G,17,0,NOP,1,0
3530,27-338,2,0,2017-01-31,4,6,1,.143,7,5,.714,7,.429,14,0,,0,@,L,13.2,0,30,TOR,2,1,E'Twaun Moore,G,17,1,NOP,1,6
3531,27-136,5,2,2017-01-16,13,6,5,.714,7,1,.500,2,.667,9,4,1.000,4,,W,22.7,1,33,POR,0,3,Markieff Morris,F,17,2,WAS,0,13
3532,27-138,2,1,2017-01-18,9,6,6,.545,11,0,.000,5,.375,16,5,1.000,5,,W,13.1,1,34,MEM,3,5,Markieff Morris,F,17,1,WAS,1,12
3533,27-054,3,0,2016-10-26,5,7,5,.556,9,2,.250,8,.412,17,1,1.000,1,@,L,12.5,1,32,TOR,4,2,Marcus Morris,F,17,1,DET,2,9
3534,27-056,3,0,2016-10-28,7,7,5,.556,9,2,.400,5,.500,14,1,1.000,1,,W,12.9,1,29,ORL,1,0,Marcus Morris,F,17,0,DET,2,8
3535,27-071,3,0,2016-11-12,1,8,7,.778,9,1,.167,6,.533,15,0,,0,@,W,13.7,1,34,DEN,0,1,Marcus Morris,F,17,2,DET,0,1
3536,27-084,0,0,2016-11-25,3,8,7,.636,11,1,.500,2,.615,13,0,,0,,W,8.4,1,22,LAC,0,4,Marcus Morris,F,17,0,DET,2,3
3537,20-265,5,0,2016-11-25,2,5,2,.500,4,3,.500,6,.500,10,4,.667,6,,L,16.0,1,30,OKC,1,0,Emmanuel Mudiay,G,17,1,DEN,1,3
3538,20-282,4,1,2016-12-12,2,6,3,.429,7,3,.600,5,.500,12,2,.500,4,@,L,9.9,1,31,DAL,0,1,Emmanuel Mudiay,G,17,0,DEN,4,2
3539,20-293,5,0,2016-12-23,3,3,2,.400,5,1,.333,3,.375,8,10,1.000,10,,L,14.6,1,28,ATL,0,1,Emmanuel Mudiay,G,17,0,DEN,2,3
3540,19-334,3,0,2017-01-22,4,7,7,.636,11,0,.000,2,.538,13,3,.750,4,@,L,14.5,0,20,MIN,1,2,Jamal Murray,G,17,1,DEN,0,5
3541,34-281,2,0,2016-11-16,1,8,7,.778,9,1,.333,3,.667,12,0,,0,,W,9.5,1,34,PHO,0,5,Jameer Nelson,G,17,0,DEN,2,1
3542,34-295,8,0,2016-11-30,4,5,2,.222,9,3,.600,5,.357,14,4,.667,6,,L,14.3,1,38,MIA,1,4,Jameer Nelson,G,17,0,DEN,0,5
3543,34-350,7,0,2017-01-24,1,6,3,.750,4,3,.750,4,.750,8,2,1.000,2,,W,18.2,1,31,UTA,0,2,Jameer Nelson,G,17,0,DEN,0,1
3544,34-354,6,0,2017-01-28,3,4,2,.667,3,2,.333,6,.444,9,7,.875,8,@,W,14.0,1,33,PHO,0,5,Jameer Nelson,G,17,1,DEN,2,3
3545,38-187,0,0,2016-12-23,2,7,5,.556,9,2,.667,3,.583,12,1,1.000,1,@,W,11.6,1,15,LAC,2,2,Dirk Nowitzki,F,17,0,DAL,1,4
3546,38-210,2,3,2017-01-15,6,7,4,.400,10,3,.750,4,.500,14,0,,0,,W,13.9,1,28,MIN,0,1,Dirk Nowitzki,F,17,0,DAL,1,6
3547,22-109,0,1,2016-12-10,7,8,8,.727,11,0,,0,.727,11,1,.500,2,@,W,11.2,1,21,ORL,1,1,Jusuf Nurkic,C,17,0,DEN,4,8
3548,20-365,3,2,2016-12-14,1,6,6,.667,9,0,,0,.667,9,5,.833,6,,L,18.6,1,30,TOR,3,0,Jahlil Okafor,C-F,17,0,PHI,0,4
3550,24-187,2,0,2016-11-07,2,6,5,.714,7,1,.500,2,.667,9,4,1.000,4,,W,13.7,1,33,MIA,0,1,Victor Oladipo,G,17,0,OKC,1,2
3551,24-246,2,0,2017-01-05,5,6,2,.286,7,4,.444,9,.375,16,1,.500,2,@,L,10.9,1,41,HOU,2,3,Victor Oladipo,G,17,1,OKC,1,7
3552,24-267,3,0,2017-01-26,3,7,6,.600,10,1,.250,4,.500,14,2,1.000,2,,W,13.2,1,36,DAL,0,2,Victor Oladipo,G,17,3,OKC,2,3
3553,24-270,4,0,2017-01-29,6,6,5,.357,14,1,.250,4,.333,18,4,.800,5,@,L,9.5,1,38,CLE,1,3,Victor Oladipo,G,17,0,OKC,1,7
3554,25-284,3,0,2017-01-28,6,7,6,.857,7,1,.200,5,.583,12,2,.667,3,@,W,14.0,0,36,MIL,1,4,Kelly Olynyk,C-F,17,1,BOS,1,7
3555,25-303,4,0,2017-02-16,7,6,3,.750,4,3,.500,6,.600,10,2,.667,3,@,L,16.1,0,32,CHI,0,2,Kelly Olynyk,C-F,17,0,BOS,0,7
3556,21-030,1,0,2017-01-08,2,7,4,.571,7,3,.429,7,.500,14,0,,0,@,W,11.8,0,25,MIL,3,4,Kelly Oubre,F,17,1,WAS,1,5
3557,21-323,0,1,2017-02-01,6,6,6,.600,10,0,.000,2,.500,12,5,.833,6,@,L,10.6,1,32,UTA,1,3,Jabari Parker,F,17,1,MIL,3,7
3558,27-264,2,0,2016-12-03,4,6,2,.667,3,4,.800,5,.750,8,1,1.000,1,,W,15.2,0,21,ATL,0,3,Patrick Patterson,F,17,1,TOR,1,4
3559,31-189,10,0,2016-11-11,6,5,3,.375,8,2,.333,6,.357,14,5,1.000,5,@,W,18.2,1,36,OKC,0,2,Chris Paul,G,17,1,LAC,0,6
3560,31-210,13,0,2016-12-02,7,6,5,.714,7,1,.250,4,.545,11,4,1.000,4,@,W,21.8,1,34,NOP,1,2,Chris Paul,G,17,1,LAC,2,8
3561,31-224,6,0,2016-12-16,5,6,5,.455,11,1,.250,4,.400,15,4,.667,6,@,W,11.6,1,34,MIA,0,3,Chris Paul,G,17,0,LAC,1,5
3562,26-236,4,3,2016-10-27,6,7,7,.778,9,0,,0,.778,9,3,.500,6,,L,16.8,1,31,LAC,2,4,Mason Plumlee,C-F,17,0,POR,2,8
3563,23-199,0,3,2016-12-19,7,5,3,.429,7,2,.333,6,.385,13,5,1.000,5,@,L,14.7,1,38,IND,2,2,Otto Porter,F,17,1,WAS,1,9
3564,23-217,2,2,2017-01-06,5,7,4,.667,6,3,.500,6,.583,12,0,,0,,W,14.6,1,34,MIN,1,2,Otto Porter,F,17,1,WAS,2,6
3565,21-129,2,0,2016-12-09,9,6,5,.357,14,1,.200,5,.316,19,4,1.000,4,@,W,8.4,1,35,SAC,2,3,Kristaps Porzingis,F-C,17,0,NYK,2,11
3566,21-192,2,1,2017-02-10,2,7,5,.500,10,2,.500,4,.500,14,1,.500,2,,L,12.5,1,33,DEN,2,3,Kristaps Porzingis,F-C,17,1,NYK,1,4
3567,25-136,1,0,2016-12-03,4,7,7,.636,11,0,,0,.636,11,3,.750,4,,W,13.5,0,28,CHI,3,3,Dwight Powell,F-C,17,0,DAL,1,7
3568,23-266,0,0,2017-02-15,2,5,2,.400,5,3,.429,7,.417,12,4,.667,6,,W,11.0,1,28,CHO,0,1,Norman Powell,G,17,3,TOR,2,2
3569,21-352,10,0,2016-11-15,13,5,5,.625,8,0,,0,.625,8,7,.700,10,,W,20.4,1,31,BRK,1,1,Julius Randle,F,17,0,LAL,3,14
3571,22-012,4,0,2016-12-11,8,7,7,.583,12,0,,0,.583,12,3,.750,4,,L,15.0,1,34,NYK,2,4,Julius Randle,F,17,0,LAL,1,10
3572,22-037,5,0,2017-01-05,7,4,4,.333,12,0,.000,1,.308,13,9,.818,11,@,L,12.7,1,37,POR,2,5,Julius Randle,F,17,1,LAL,2,9
3573,22-071,1,0,2017-02-08,5,7,7,.538,13,0,,0,.538,13,3,.750,4,@,L,9.0,1,30,DET,1,3,Julius Randle,F,17,0,LAL,3,6
3574,35-195,3,0,2017-01-27,9,8,8,.800,10,0,.000,1,.727,11,1,.500,2,@,L,19.3,0,31,POR,4,1,Zach Randolph,F,17,1,MEM,1,13
3575,35-209,1,0,2017-02-10,7,5,5,.625,8,0,.000,1,.556,9,7,.778,9,,L,16.5,0,25,GSW,6,1,Zach Randolph,F,17,0,MEM,2,13
3576,32-175,1,0,2016-12-16,1,5,3,.429,7,2,.222,9,.313,16,5,.833,6,@,W,8.4,1,29,MIA,0,0,J.J. Redick,G,17,0,LAC,0,1
3577,32-177,0,0,2016-12-18,1,7,5,.625,8,2,.333,6,.500,14,1,.500,2,@,L,9.1,1,25,WAS,0,2,J.J. Redick,G,17,0,LAC,0,1
3578,32-213,3,0,2017-01-23,2,6,3,.333,9,3,.750,4,.462,13,2,1.000,2,@,W,12.3,1,35,ATL,1,1,J.J. Redick,G,17,1,LAC,2,3
3579,32-223,3,1,2017-02-02,2,6,2,.500,4,4,.400,10,.429,14,1,1.000,1,,L,12.6,1,37,GSW,0,1,J.J. Redick,G,17,2,LAC,2,2
3580,22-324,1,0,2016-11-27,6,7,6,.750,8,1,1.000,1,.778,9,2,1.000,2,,W,14.2,1,39,LAC,0,2,Glenn Robinson,G-F,17,0,IND,1,6
3581,30-176,7,0,2016-12-05,3,7,4,.500,8,3,.500,6,.500,14,0,,0,,L,15.3,1,33,DEN,1,3,Sergio Rodriguez,G,17,3,PHI,3,4
3582,28-021,1,1,2016-10-25,1,7,6,.400,15,1,.500,2,.412,17,2,1.000,2,@,L,6.6,1,30,CLE,2,1,Derrick Rose,G,17,0,NYK,4,3
3583,28-100,3,0,2017-01-12,4,7,7,.467,15,0,,0,.467,15,3,1.000,3,,W,10.6,1,34,CHI,0,0,Derrick Rose,G,17,0,NYK,2,4
3584,25-333,0,0,2017-01-03,5,7,5,.714,7,2,.500,4,.636,11,1,.500,2,@,L,13.2,0,25,SAS,0,0,Terrence Ross,F-G,17,1,TOR,1,5
3585,25-359,1,0,2017-01-29,1,6,2,.667,3,4,.571,7,.600,10,1,1.000,1,,L,13.4,0,28,ORL,0,5,Terrence Ross,F-G,17,3,TOR,1,1
3586,26-000,2,1,2017-02-05,2,7,4,.571,7,3,.750,4,.636,11,0,,0,@,W,14.5,0,26,BRK,1,0,Terrence Ross,F-G,17,0,TOR,1,3
3587,26-114,11,0,2017-02-12,6,5,4,.571,7,1,.333,3,.500,10,6,1.000,6,,W,19.5,1,33,CHI,0,0,Ricky Rubio,G,17,2,MIN,4,6
3588,20-255,4,0,2016-11-04,2,5,2,.500,4,3,.429,7,.455,11,4,1.000,4,,W,13.9,1,22,GSW,0,2,D'Angelo Russell,G,17,1,LAL,1,2
3589,20-261,1,0,2016-11-10,0,7,6,.750,8,1,.250,4,.583,12,2,.667,3,@,W,5.9,1,23,SAC,0,2,D'Angelo Russell,G,17,0,LAL,5,0
3590,20-293,4,0,2016-12-12,1,6,3,.500,6,3,.750,4,.600,10,2,1.000,2,@,L,13.2,1,20,SAC,1,0,D'Angelo Russell,G,17,0,LAL,3,2
3592,20-303,7,0,2016-12-22,4,7,4,.500,8,3,.375,8,.438,16,0,,0,@,L,8.1,1,32,MIA,0,4,D'Angelo Russell,G,17,1,LAL,6,4
3593,20-320,7,1,2017-01-08,8,7,5,1.000,5,2,.400,5,.700,10,1,.500,2,,W,20.2,1,31,ORL,0,3,D'Angelo Russell,G,17,3,LAL,2,8
3594,20-345,11,1,2017-02-02,6,5,1,.200,5,4,.400,10,.333,15,3,.500,6,@,L,12.0,1,31,WAS,1,3,D'Angelo Russell,G,17,2,LAL,7,7
3595,22-241,0,0,2016-12-05,7,6,3,.500,6,3,.500,6,.500,12,2,.667,3,,L,11.6,0,25,DEN,1,2,Dario Saric,F,17,1,PHI,2,8
3596,22-242,0,0,2016-12-06,5,6,3,.500,6,3,.500,6,.500,12,2,.667,3,@,L,10.9,0,25,MEM,2,4,Dario Saric,F,17,1,PHI,2,7
3597,22-283,4,0,2017-01-16,7,6,4,.667,6,2,.400,5,.545,11,3,1.000,3,@,W,15.6,0,24,MIL,2,1,Dario Saric,F,17,1,PHI,3,9
3598,22-292,0,0,2017-01-25,1,7,6,.600,10,1,.250,4,.500,14,2,1.000,2,@,W,10.9,0,21,MIL,2,2,Dario Saric,F,17,0,PHI,0,3
3599,22-297,6,0,2017-01-30,3,8,7,.875,8,1,.333,3,.727,11,0,,0,,W,17.6,0,27,SAC,2,1,Dario Saric,F,17,0,PHI,1,5
3600,23-046,5,0,2016-10-31,2,5,3,.333,9,2,.400,5,.357,14,5,.833,6,,W,12.6,1,32,SAC,1,0,Dennis Schroder,G,17,0,ATL,1,3
3601,23-051,10,0,2016-11-05,3,6,4,.444,9,2,.400,5,.429,14,3,.750,4,,W,13.7,1,32,HOU,0,1,Dennis Schroder,G,17,1,ATL,4,3
3602,23-078,11,0,2016-12-02,2,7,6,.545,11,1,.500,2,.538,13,2,.667,3,,L,17.6,1,25,DET,0,0,Dennis Schroder,G,17,0,ATL,1,2
3603,23-081,8,0,2016-12-05,5,6,5,.385,13,1,.500,2,.400,15,4,1.000,4,,L,16.3,1,34,OKC,1,1,Dennis Schroder,G,17,2,ATL,2,6
3604,23-083,7,1,2016-12-07,3,8,7,.538,13,1,.500,2,.533,15,0,,0,,W,15.1,1,31,MIA,1,2,Dennis Schroder,G,17,1,ATL,2,4
3605,23-106,7,0,2016-12-30,1,6,4,.400,10,2,.500,4,.429,14,3,.750,4,,W,11.2,1,31,DET,0,3,Dennis Schroder,G,17,2,ATL,4,1
3606,23-142,10,0,2017-02-04,4,6,4,.667,6,2,.400,5,.545,11,3,.750,4,,W,19.1,1,26,ORL,0,1,Dennis Schroder,G,17,2,ATL,2,4
3607,32-225,3,1,2016-12-13,4,6,5,.625,8,1,.333,3,.545,11,4,1.000,4,,L,17.0,1,30,ORL,1,1,Thabo Sefolosha,G-F,17,2,ATL,1,5
3608,30-285,2,0,2017-01-21,2,3,0,.000,4,3,.750,4,.375,8,8,1.000,8,,W,13.6,0,19,BRK,0,0,Ramon Sessions,G,17,0,CHO,1,2
3609,26-207,1,1,2017-01-19,1,6,1,.500,2,5,.833,6,.750,8,0,,0,,W,15.2,1,30,PHO,1,5,Iman Shumpert,G,17,1,CLE,0,2
3610,22-321,6,0,2017-01-21,4,5,4,.500,8,1,.143,7,.333,15,6,1.000,6,,L,11.7,1,41,POR,2,4,Marcus Smart,G,17,2,BOS,4,6
3611,31-063,0,0,2016-11-11,4,5,0,.000,2,5,.556,9,.455,11,2,1.000,2,@,W,11.9,1,35,WAS,0,4,J.R. Smith,G-F,17,1,CLE,0,4
3613,29-128,4,0,2016-12-10,10,7,4,.667,6,3,.500,6,.583,12,0,,0,,W,16.0,0,25,NOP,2,4,Marreese Speights,C-F,17,0,LAC,1,12
3614,28-193,12,1,2016-12-20,6,5,5,.500,10,0,.000,3,.385,13,7,.778,9,@,L,20.3,1,37,NYK,1,1,Jeff Teague,G,17,1,IND,1,7
3615,28-207,8,0,2017-01-03,3,5,4,.571,7,1,1.000,1,.625,8,6,.857,7,@,W,15.1,1,33,DET,0,1,Jeff Teague,G,17,1,IND,5,3
3616,28-231,8,0,2017-01-27,7,5,4,.500,8,1,.333,3,.455,11,6,1.000,6,,W,18.5,1,43,SAC,1,3,Jeff Teague,G,17,1,IND,1,8
3617,28-233,15,1,2017-01-29,3,5,5,.625,8,0,.000,2,.500,10,7,1.000,7,,W,22.3,1,36,HOU,0,2,Jeff Teague,G,17,2,IND,3,3
3618,28-241,3,1,2017-02-06,4,6,4,.333,12,2,.500,4,.375,16,3,.750,4,,W,9.4,1,34,OKC,0,1,Jeff Teague,G,17,0,IND,2,4
3619,30-213,3,0,2016-12-07,3,5,1,.500,2,4,1.000,4,.833,6,3,.750,4,@,W,14.4,0,27,DAL,0,5,Garrett Temple,G,17,0,SAC,1,3
3620,30-222,4,0,2016-12-16,4,4,1,.200,5,3,.500,6,.364,11,6,1.000,6,@,W,15.9,1,37,MEM,2,1,Garrett Temple,G,17,2,SAC,2,6
3621,26-309,3,2,2016-12-13,2,6,4,.500,8,2,.250,8,.375,16,3,.750,4,@,W,9.8,1,37,NOP,1,2,Klay Thompson,G,17,0,GSW,2,3
3622,26-316,1,0,2016-12-20,5,8,7,.700,10,1,.333,3,.615,13,0,,0,,W,13.3,1,31,UTA,0,0,Klay Thompson,G,17,1,GSW,1,5
3623,26-319,2,0,2016-12-23,3,6,3,.500,6,3,.375,8,.429,14,2,1.000,2,@,W,9.9,1,37,DET,0,0,Klay Thompson,G,17,1,GSW,3,3
3624,26-333,2,0,2017-01-06,3,7,5,.455,11,2,.333,6,.412,17,1,.333,3,,L,11.1,1,42,MEM,3,1,Klay Thompson,G,17,0,GSW,0,6
3625,31-205,0,0,2016-12-23,3,6,1,.500,2,5,.714,7,.667,9,0,,0,@,W,12.8,0,31,MIN,0,3,Anthony Tolliver,F-C,17,0,SAC,0,3
3626,31-223,3,0,2017-01-10,1,4,1,.250,4,3,.429,7,.364,11,6,1.000,6,,W,15.0,1,36,DET,3,1,Anthony Tolliver,F-C,17,0,SAC,0,4
3627,21-004,0,1,2016-11-19,3,6,3,.429,7,3,1.000,3,.600,10,2,.500,4,@,L,9.2,1,28,MEM,0,5,Karl-Anthony Towns,F-C,17,0,MIN,2,3
3628,21-023,1,1,2016-12-08,6,8,7,.583,12,1,.250,4,.500,16,0,,0,@,L,11.1,1,35,TOR,5,4,Karl-Anthony Towns,F-C,17,0,MIN,3,11
3629,21-036,5,1,2016-12-21,14,7,7,.538,13,0,.000,3,.438,16,3,.750,4,@,W,12.2,1,37,ATL,4,3,Karl-Anthony Towns,F-C,17,0,MIN,6,18
3630,31-209,2,0,2016-11-30,2,6,4,.667,6,2,.667,3,.667,9,3,1.000,3,,W,13.4,1,30,ATL,1,1,P.J. Tucker,F,17,0,PHO,2,3
3631,28-027,3,1,2016-11-23,1,7,5,.556,9,2,.500,4,.538,13,1,1.000,1,@,L,12.0,0,33,CLE,0,2,Evan Turner,G,17,1,POR,2,1
3632,20-233,1,3,2016-11-12,6,6,6,.857,7,0,.000,1,.750,8,5,1.000,5,,L,19.0,1,30,BOS,2,2,Myles Turner,F-C,17,4,IND,4,8
3634,20-248,3,1,2016-11-27,9,8,7,.538,13,1,.333,3,.500,16,0,,0,,W,14.4,1,25,LAC,3,3,Myles Turner,F-C,17,0,IND,1,12
3635,20-285,1,2,2017-01-03,5,7,5,.500,10,2,1.000,2,.583,12,1,.500,2,@,W,15.8,1,36,DET,2,3,Myles Turner,F-C,17,2,IND,1,7
3636,20-329,1,1,2017-02-16,6,6,6,.500,12,0,.000,1,.462,13,5,.714,7,,L,13.6,1,37,WAS,3,3,Myles Turner,F-C,17,2,IND,2,9
3637,24-222,1,1,2016-12-14,6,6,6,.545,11,0,,0,.545,11,5,1.000,5,@,W,15.1,1,34,PHI,4,4,Jonas Valanciunas,C,17,2,TOR,3,10
3638,24-282,0,0,2017-02-12,7,7,7,.500,14,0,,0,.500,14,3,.750,4,,L,10.9,1,34,DET,2,3,Jonas Valanciunas,C,17,0,TOR,1,9
3639,26-002,3,0,2016-10-26,9,7,7,.500,14,0,,0,.500,14,3,.750,4,,L,17.7,1,36,MIA,5,3,Nikola Vucevic,C,17,2,ORL,1,14
3640,26-032,2,3,2016-11-25,12,8,7,.500,14,1,.500,2,.500,16,0,,0,,L,18.6,1,35,WAS,5,0,Nikola Vucevic,C,17,3,ORL,4,17
3641,26-034,3,1,2016-11-27,13,7,6,.500,12,1,.333,3,.467,15,2,1.000,2,,L,16.5,0,30,MIL,3,4,Nikola Vucevic,C,17,0,ORL,0,16
3642,26-084,2,1,2017-01-16,3,8,8,.667,12,0,.000,1,.615,13,1,1.000,1,@,L,13.6,1,28,DEN,1,3,Nikola Vucevic,C,17,1,ORL,1,4
3643,34-318,6,0,2016-11-30,3,7,7,.500,14,0,.000,1,.467,15,3,.750,4,,L,10.5,1,30,LAL,1,3,Dwyane Wade,G,17,2,CHI,5,4
3644,35-000,2,1,2017-01-17,4,8,8,.400,20,0,.000,1,.381,21,1,.333,3,,L,3.5,1,35,DAL,1,3,Dwyane Wade,G,17,0,CHI,4,5
3645,25-038,3,0,2017-01-17,3,7,6,.545,11,1,.250,4,.467,15,2,.667,3,,W,11.1,1,28,HOU,2,3,Dion Waiters,G,17,1,MIA,2,5
3646,25-049,7,0,2017-01-28,2,7,6,.667,9,1,.111,9,.389,18,2,.500,4,,W,7.8,1,34,DET,1,2,Dion Waiters,G,17,0,MIA,4,3
3647,26-171,8,0,2016-10-26,1,5,2,.250,8,3,.429,7,.333,15,4,.667,6,@,W,12.8,1,35,MIL,0,2,Kemba Walker,G,17,2,CHO,2,1
3648,26-197,2,1,2016-11-21,2,6,5,.625,8,1,.143,7,.400,15,4,.667,6,,L,11.8,1,31,MEM,0,0,Kemba Walker,G,17,1,CHO,0,2
3649,26-201,3,0,2016-11-25,4,7,7,.636,11,0,.000,5,.438,16,3,.600,5,@,L,11.6,1,32,NYK,1,3,Kemba Walker,G,17,4,CHO,3,5
3650,26-220,9,0,2016-12-14,5,7,4,.571,7,3,.375,8,.467,15,0,,0,@,L,13.6,1,36,WAS,1,3,Kemba Walker,G,17,0,CHO,3,6
3651,26-250,3,0,2017-01-13,2,7,5,.357,14,2,.222,9,.304,23,1,1.000,1,@,L,3.9,1,42,PHI,1,3,Kemba Walker,G,17,2,CHO,4,3
3652,26-275,5,0,2017-02-07,2,4,3,.188,16,1,.250,4,.200,20,8,.889,9,,W,7.2,1,35,BRK,1,2,Kemba Walker,G,17,0,CHO,1,3
3653,26-087,15,0,2016-12-02,2,8,7,.467,15,1,1.000,1,.500,16,0,,0,@,L,19.7,1,37,SAS,0,1,John Wall,G,17,3,WAS,3,2
3655,28-014,15,1,2016-11-26,10,8,8,.471,17,0,.000,5,.364,22,1,.500,2,,W,15.9,1,37,DET,3,2,Russell Westbrook,G,17,1,OKC,5,13
3656,28-049,14,0,2016-12-31,12,6,6,.667,9,0,.000,2,.545,11,5,.833,6,,W,25.7,1,29,LAC,0,0,Russell Westbrook,G,17,2,OKC,1,12
3657,28-093,4,0,2017-02-13,2,5,5,.333,15,0,.000,4,.263,19,7,1.000,7,@,L,10.5,1,24,WAS,2,0,Russell Westbrook,G,17,2,OKC,2,4
3658,27-182,0,2,2016-12-12,13,7,7,.500,14,0,,0,.500,14,3,.500,6,,W,17.2,1,34,WAS,3,0,Hassan Whiteside,C,17,1,MIA,0,16
3659,21-252,4,1,2016-11-01,2,6,4,.444,9,2,1.000,2,.545,11,3,.600,5,,W,11.5,1,29,MEM,1,3,Andrew Wiggins,F-G,17,0,MIN,3,3
3660,32-169,8,0,2016-12-12,2,7,6,.600,10,1,.167,6,.438,16,2,1.000,2,,W,15.0,1,32,DEN,0,2,Deron Williams,G,17,2,DAL,1,2
3661,25-198,1,0,2016-12-09,1,6,6,.667,9,0,.000,2,.545,11,5,.714,7,@,L,13.8,0,31,CLE,1,2,Derrick Williams,F,17,2,MIA,0,2
3662,30-001,6,0,2016-10-28,0,6,3,.375,8,3,.750,4,.500,12,2,1.000,2,@,L,14.4,0,27,UTA,0,2,Lou Williams,G,17,1,LAL,1,0
3663,30-017,4,0,2016-11-13,5,5,3,.500,6,2,.500,4,.500,10,5,1.000,5,@,L,12.9,0,18,MIN,0,1,Lou Williams,G,17,0,LAL,3,5
3664,30-104,2,0,2017-02-08,1,4,4,.800,5,0,.000,5,.400,10,9,1.000,9,@,L,12.5,0,21,DET,0,2,Lou Williams,G,17,2,LAL,2,1
3665,30-222,0,0,2017-01-27,3,6,1,.200,5,5,.556,9,.429,14,0,,0,@,L,9.3,1,31,NYK,0,3,Marvin Williams,F,17,1,CHO,1,3
3666,30-088,1,0,2016-12-11,2,5,1,.333,3,4,.800,5,.625,8,3,1.000,3,@,W,15.4,0,20,PHO,1,0,Reggie Williams,F,17,0,NOP,0,3
3667,29-131,1,0,2017-02-13,3,7,7,.778,9,0,,0,.778,9,3,1.000,3,@,W,14.7,0,21,BRK,0,1,Brandan Wright,F-C,17,1,MEM,1,3
3668,31-154,2,0,2016-11-02,1,6,3,.750,4,3,.429,7,.545,11,2,1.000,2,@,W,12.0,1,26,ATL,0,1,Nick Young,G-F,17,0,LAL,1,1
3669,31-174,1,2,2016-11-22,1,6,2,.400,5,4,.571,7,.500,12,1,.500,2,,W,9.5,1,29,OKC,1,3,Nick Young,G-F,17,0,LAL,3,2
3670,31-179,0,0,2016-11-27,0,6,2,.286,7,4,.800,5,.500,12,1,1.000,1,,W,11.9,1,23,ATL,1,2,Nick Young,G-F,17,1,LAL,0,1
3671,31-211,1,0,2016-12-29,2,6,1,.500,2,5,.833,6,.750,8,0,,0,,L,16.1,1,30,DAL,0,0,Nick Young,G-F,17,1,LAL,0,2
3672,31-247,3,1,2017-02-03,2,6,1,.250,4,5,.500,10,.429,14,0,,0,@,L,13.1,1,33,BOS,1,4,Nick Young,G-F,17,2,LAL,1,3
3673,31-250,0,0,2017-02-06,4,5,2,.500,4,3,.300,10,.357,14,4,1.000,4,@,W,11.3,1,22,NYK,1,2,Nick Young,G-F,17,1,LAL,0,5
3674,28-166,2,1,2016-12-04,5,7,7,.538,13,0,,0,.538,13,3,.750,4,@,W,13.7,1,30,LAC,2,4,Thaddeus Young,F,17,0,IND,0,7
3676,28-192,2,0,2016-12-30,4,7,7,.636,11,0,,0,.636,11,3,.750,4,,W,13.5,1,36,CHI,2,3,Thaddeus Young,F,17,0,IND,1,6
3677,28-209,2,0,2017-01-16,3,8,8,.889,9,0,,0,.889,9,1,1.000,1,,W,21.4,1,37,NOP,0,2,Thaddeus Young,F,17,6,IND,0,3
3678,24-066,2,0,2016-12-10,6,7,7,.875,8,0,,0,.875,8,3,.750,4,@,L,14.1,1,23,CLE,3,5,Cody Zeller,F-C,17,2,CHO,5,9
3679,19-319,1,0,2017-01-31,3,8,8,.889,9,0,,0,.889,9,1,1.000,1,,W,15.0,0,21,DEN,3,4,Ivica Zubac,C,17,0,LAL,1,6
